value,confidence,x1,y1,x2,y2,tile_id,word_idx
(6),0.9921160340309143,0.6278483072916666,0.3865559895833333,0.6338161892361112,0.3946940104166667,26,260
CONTRACTOR,0.9920817613601685,0.06117078993055555,0.0732421875,0.081787109375,0.07771809895833333,0,261
DRAWINGS.,0.9920514822006226,0.17049153645833334,0.0634765625,0.1873101128472222,0.06795247395833333,1,262
AND,0.9919686913490295,0.07921006944444445,0.053507486979166664,0.08585611979166667,0.058390299479166664,0,263
SLABS,0.9918822646141052,0.1504177517361111,0.09033203125,0.1601833767361111,0.09501139322916667,1,264
FOR,0.9917518496513367,0.09318033854166667,0.045979817708333336,0.0998263888888889,0.051472981770833336,0,265
"1'-0""",0.9916285276412964,0.4654947916666667,0.9476725260416666,0.4752604166666667,0.9539794921875,54,266
CONCRETE.,0.9910599589347839,0.14567057291666666,0.15096028645833334,0.1628960503472222,0.15543619791666666,1,267
X,0.9905697107315063,0.4102918836805556,0.5497233072916666,0.4116482204861111,0.5517578125,33,268
"15'-0""",0.9905559420585632,0.382080078125,0.15340169270833334,0.394287109375,0.16031901041666666,3,269
BY,0.9904470443725586,0.18541124131944445,0.19185384114583334,0.19002278645833334,0.19734700520833334,1,270
APPROVAL,0.9904457330703735,0.05262586805555555,0.12898763020833334,0.0693088107638889,0.13407389322916666,0,271
THAN,0.9901526570320129,0.1708984375,0.206298828125,0.17930772569444445,0.21158854166666666,11,272
37445,0.9900637269020081,0.9410807291666666,0.3031412760416667,0.9509819878472222,0.3086344401041667,19,273
E,0.9899972677230835,0.2597384982638889,0.6846110026041666,0.2635362413194444,0.6931559244791666,42,274
(20),0.9899845123291016,0.3770616319444444,0.7851155598958334,0.3842502170138889,0.7918294270833334,53,275
TO,0.9898424744606018,0.15977647569444445,0.23335774739583334,0.1641167534722222,0.2386474609375,11,276
FOR,0.9888230562210083,0.1089138454861111,0.20650227864583334,0.11528862847222222,0.21138509114583334,11,277
TRUCTURAL,0.9883047342300415,0.10416666666666667,0.046183268229166664,0.1223415798611111,0.05126953125,1,278
4/26/1,0.9880608320236206,0.946044921875,0.328369140625,0.9703233506944444,0.3395589192708333,18,279
NOTES.,0.9879239201545715,0.15421549479166666,0.1605224609375,0.1657443576388889,0.16560872395833334,1,280
1,0.9878922700881958,0.6386990017361112,0.9480794270833334,0.6418185763888888,0.9531656901041666,56,281
+,0.9876399636268616,0.5129665798611112,0.7244873046875,0.5137803819444444,0.7259114583333334,44,282
ANCHORS,0.987501859664917,0.13753255208333334,0.11474609375,0.15272352430555555,0.11922200520833333,1,283
PERMIT,0.9874626994132996,0.9358723958333334,0.6447347005208334,0.9468587239583334,0.6486002604166666,48,284
SWEEPS,0.9873337745666504,0.1397026909722222,0.20670572916666666,0.1523166232638889,0.211181640625,11,285
"ENCE,",0.9871833324432373,0.10457356770833333,0.1605224609375,0.11406792534722222,0.166015625,11,286
UCTURAL,0.9871821403503418,0.938232421875,0.8475748697916666,0.9659016927083334,0.8561197916666666,59,287
BANDED,0.9871435761451721,0.5716959635416666,0.2630615234375,0.5844455295138888,0.2681477864583333,15,288
-,0.9870344996452332,0.2756076388888889,0.2423095703125,0.2769639756944444,0.24454752604166666,12,289
E.1,0.986949622631073,0.313720703125,0.6673177083333334,0.3196885850694444,0.6740315755208334,32,290
-,0.9860764741897583,0.6396484375,0.9494222005208334,0.640869140625,0.9518636067708334,66,291
BANDED,0.9858280420303345,0.4908582899305556,0.784912109375,0.5036078559027778,0.7899983723958334,54,292
NUMBER:,0.985696017742157,0.924072265625,0.90576171875,0.9373643663194444,0.9096272786458334,58,293
TENDONS,0.985341489315033,0.3255208333333333,0.4182942708333333,0.3411187065972222,0.4233805338541667,23,294
TITI,0.985278844833374,0.9236653645833334,0.8298746744791666,0.9292263454861112,0.8333333333333334,48,295
1.5,0.9852766394615173,0.3590223524305556,0.12166341145833333,0.3651258680555556,0.12837727864583334,3,296
GENERAL,0.9849919676780701,0.08504231770833333,0.24088541666666666,0.09928385416666667,0.245361328125,10,297
REFERENCE,0.9849388599395752,0.05276150173611111,0.046590169270833336,0.0710720486111111,0.050862630208333336,0,298
REGISTERED,0.9849247336387634,0.9353298611111112,0.3053792317708333,0.9573025173611112,0.3171793619791667,18,299
TENDON,0.9848358035087585,0.052490234375,0.17496744791666666,0.06551106770833333,0.1800537109375,0,300
T,0.9843654632568359,0.5973307291666666,0.7244873046875,0.5984157986111112,0.7257080078125,45,301
INTO,0.9843240976333618,0.1095920138888889,0.08992513020833333,0.11705186631944445,0.09541829427083333,1,302
OTES.,0.9840720295906067,0.10416666666666667,0.24007161458333334,0.11284722222222222,0.24617513020833334,11,303
7.5,0.9827894568443298,0.7489691840277778,0.120849609375,0.7552083333333334,0.1287841796875,6,304
MARK,0.9827545285224915,0.1311577690972222,0.23335774739583334,0.1388888888888889,0.2386474609375,10,305
PIPES,0.982193112373352,0.052490234375,0.14363606770833334,0.061713324652777776,0.1483154296875,0,306
4,0.9819989204406738,0.4520670572916667,0.362548828125,0.4542371961805556,0.3643798828125,14,307
OC,0.9818114638328552,0.2666558159722222,0.4862467447916667,0.2690972222222222,0.4892985026041667,22,308
I,0.9814071655273438,0.4667154947916667,0.4890950520833333,0.4676649305555556,0.4911295572916667,24,309
REFERENCE,0.9812063574790955,0.11678059895833333,0.16092936197916666,0.1352267795138889,0.16520182291666666,1,310
DRILLING,0.9808382987976074,0.09711371527777778,0.12166341145833333,0.11121961805555555,0.12674967447916666,0,311
PLAN,0.9799877405166626,0.9439290364583334,0.8734130859375,0.9593912760416666,0.8823649088541666,59,312
TENDONS,0.9796943068504333,0.5730523003472222,0.3006998697916667,0.5881076388888888,0.3057861328125,15,313
STP,0.9796864986419678,0.1340060763888889,0.17435709635416666,0.1388888888888889,0.18046061197916666,0,314
LING,0.9789156317710876,0.10416666666666667,0.1214599609375,0.1113552517361111,0.12715657552083334,1,315
DGES,0.9788987040519714,0.11583116319444445,0.1678466796875,0.12586805555555555,0.17252604166666666,10,316
INSTALL,0.9787421226501465,0.06795247395833333,0.11474609375,0.08015950520833333,0.11922200520833333,0,317
-,0.9784653186798096,0.3639051649305556,0.345458984375,0.3660753038194444,0.3507486979166667,13,318
STRUCTURAL,0.9778006076812744,0.10213216145833333,0.04638671875,0.1223415798611111,0.050862630208333336,0,319
REFER,0.9776131510734558,0.147705078125,0.2337646484375,0.1577419704861111,0.23824055989583334,11,320
CONDUIT,0.9768368601799011,0.10077582465277778,0.1434326171875,0.11474609375,0.14851888020833334,0,321
DESIC,0.9766805768013,0.13047960069444445,0.0726318359375,0.1388888888888889,0.0787353515625,0,322
17-025,0.9750322699546814,0.9460991753472222,0.6113688151041666,0.955322265625,0.6158447265625,39,323
/,0.9732057452201843,0.4100206163194444,0.7206217447916666,0.411376953125,0.72265625,43,324
114',0.973168134689331,0.5471462673611112,0.8494059244791666,0.5555555555555556,0.8559163411458334,54,325
9.,0.9727214574813843,0.044487847222222224,0.233154296875,0.048285590277777776,0.23885091145833334,10,326
O,0.9720768332481384,0.4100206163194444,0.6805419921875,0.4127332899305556,0.6842041015625,43,327
F,0.9717088341712952,0.9392632378472222,0.2695719401041667,0.9421115451388888,0.2734375,18,328
"60'-6""",0.9708238244056702,0.455322265625,0.12736002604166666,0.4672580295138889,0.13346354166666666,4,329
LAYOUT,0.9701233506202698,0.09440104166666667,0.22379557291666666,0.106201171875,0.228271484375,10,330
"""",0.9697392582893372,0.5137803819444444,0.670166015625,0.5150010850694444,0.6724039713541666,44,331
DESIGNED,0.9689773917198181,0.9130859375,0.6282552083333334,0.9285481770833334,0.6325276692708334,48,332
HORIZONIAL,0.9687169194221497,0.05276150173611111,0.18513997395833334,0.07215711805555555,0.18961588541666666,10,333
DRAWN,0.9668876528739929,0.9132215711805556,0.6199137369791666,0.924072265625,0.623779296875,38,334
I,0.9663968682289124,0.4665798611111111,0.3580729166666667,0.4676649305555556,0.3607177734375,24,335
SHORING,0.9663695693016052,0.05276150173611111,0.08056640625,0.06659613715277778,0.08504231770833333,0,336
FROM,0.9657847285270691,0.07161458333333333,0.12919108072916666,0.0802951388888889,0.13387044270833334,0,337
a,0.9654543399810791,0.3224012586805556,0.699462890625,0.3244357638888889,0.7023111979166666,43,338
-,0.9653661251068115,0.8342827690972222,0.4799397786458333,0.8350965711805556,0.4815673828125,37,339
POURING,0.9641891121864319,0.12071397569444445,0.15096028645833334,0.1348198784722222,0.15543619791666666,1,340
-,0.9639731645584106,0.9570855034722222,0.3129069010416667,0.9646809895833334,0.3232828776041667,29,341
a,0.9639463424682617,0.4254828559027778,0.7330322265625,0.4264322916666667,0.7342529296875,43,342
WALL,0.9637839794158936,0.07486979166666667,0.09012858072916667,0.0832790798611111,0.09541829427083333,0,343
PERMANENTLY,0.9625188708305359,0.10633680555555555,0.2337646484375,0.12898763020833334,0.23824055989583334,11,344
PLAN,0.9623193740844727,0.0942654079861111,0.0311279296875,0.10498046875,0.037027994791666664,0,345
/,0.9622802734375,0.4170735677083333,0.3481038411458333,0.4178873697916667,0.3493245442708333,24,346
-,0.9598127603530884,0.4530164930555556,0.733642578125,0.4538302951388889,0.7350667317708334,44,347
TENDONS,0.9595063328742981,0.3261990017361111,0.2764892578125,0.3408474392361111,0.2809651692708333,12,348
1:6,0.9586260914802551,0.14173719618055555,0.19205729166666666,0.14689127604166666,0.1971435546875,1,349
BANDED,0.9582363367080688,0.5802408854166666,0.2945963541666667,0.5927191840277778,0.299072265625,15,350
3.7,0.9581069946289062,0.54443359375,0.12125651041666667,0.550537109375,0.12837727864583334,5,351
6,0.9574965238571167,0.5122884114583334,0.2777099609375,0.5152723524305556,0.28076171875,14,352
"114'-0""",0.9574439525604248,0.5470106336805556,0.8487955729166666,0.5619303385416666,0.8563232421875,55,353
N,0.9573462605476379,0.8342827690972222,0.4805501302083333,0.8379448784722222,0.49072265625,27,354
44,0.9568377733230591,0.9596082899305556,0.2716064453125,0.9609646267361112,0.2730305989583333,18,355
"1'-8""",0.956696093082428,0.3409830729166667,0.15340169270833334,0.3512912326388889,0.1605224609375,3,356
ADDITIONAL,0.9561689496040344,0.11800130208333333,0.1995849609375,0.1360405815972222,0.20406087239583334,1,357
-,0.9547923803329468,0.933837890625,0.2691650390625,0.9346516927083334,0.2703857421875,18,358
HORIZONTAL,0.9542383551597595,0.07988823784722222,0.1922607421875,0.09941948784722222,0.19673665364583334,0,359
N,0.9535572528839111,0.2756076388888889,0.24251302083333334,0.2794053819444444,0.2520751953125,12,360
NG,0.9523320198059082,0.10416666666666667,0.1043701171875,0.10796440972222222,0.11006673177083333,1,361
a,0.9521505236625671,0.5959743923611112,0.7765706380208334,0.5974663628472222,0.7784016927083334,45,362
8',0.9518653750419617,0.59326171875,0.9531656901041666,0.596923828125,0.9596761067708334,55,363
/,0.9504683017730713,0.2762858072916667,0.6158447265625,0.2783203125,0.6186930338541666,32,364
TENDONS,0.9491288065910339,0.3314887152777778,0.74462890625,0.3464084201388889,0.7491048177083334,43,365
#:,0.9488930106163025,0.9273274739583334,0.6111653645833334,0.9304470486111112,0.6160481770833334,38,366
0',0.9487953186035156,0.5657280815972222,0.9537760416666666,0.56884765625,0.9592692057291666,55,367
-,0.9483124613761902,0.4667154947916667,0.4374186197916667,0.467529296875,0.4386393229166667,24,368
GENERAL,0.9480367302894592,0.13780381944444445,0.16092936197916666,0.1520453559027778,0.16520182291666666,1,369
a,0.9468978643417358,0.8340115017361112,0.4795328776041667,0.8355034722222222,0.4819742838541667,27,370
X,0.9467462301254272,0.4143608940972222,0.4164632161458333,0.4159884982638889,0.418701171875,23,371
LO,0.9455289244651794,0.4096137152777778,0.6768798828125,0.4124620225694444,0.6803385416666666,43,372
1,0.945412278175354,0.4664442274305556,0.4864501953125,0.4676649305555556,0.4890950520833333,24,373
1,0.945412278175354,0.4664442274305556,0.3562418619791667,0.4676649305555556,0.35888671875,24,374
REINFORCING,0.9439600706100464,0.1386176215277778,0.1995849609375,0.15950520833333334,0.20406087239583334,11,375
(3),0.9414911270141602,0.3184678819444444,0.41748046875,0.3240288628472222,0.4246012369791667,22,376
-,0.941006064414978,0.52978515625,0.3456624348958333,0.5315483940972222,0.3474934895833333,25,377
"ELECTRICAL,",0.940208375453949,0.05276150173611111,0.13671875,0.0717502170138889,0.14119466145833334,0,378
a,0.9395685195922852,0.8340115017361112,0.672607421875,0.8355034722222222,0.6748453776041666,37,379
+,0.9384869337081909,0.6046549479166666,0.4368082682291667,0.6056043836805556,0.4380289713541667,25,380
a,0.9377075433731079,0.4257541232638889,0.7509358723958334,0.4265679253472222,0.7521565755208334,43,381
POST-TENSIONED,0.9365768631299337,0.1193576388888889,0.09033203125,0.147705078125,0.09480794270833333,1,382
"-0""",0.9358951449394226,0.6260850694444444,0.14078776041666666,0.633544921875,0.1470947265625,6,383
1,0.9347298741340637,0.4664442274305556,0.5641682942708334,0.4676649305555556,0.5662027994791666,34,384
X,0.932873547077179,0.5259874131944444,0.3798421223958333,0.5272081163194444,0.3818766276041667,24,385
=,0.9309457540512085,0.460205078125,0.9496256510416666,0.4634602864583333,0.9532877604166666,64,386
OVER-POURS,0.9307202696800232,0.1666937934027778,0.09765625,0.18839518229166666,0.10213216145833333,1,387
),0.9286362528800964,0.6519911024305556,0.7177734375,0.6544325086805556,0.7206217447916666,46,388
<,0.9280617237091064,0.5095757378472222,0.3712972005208333,0.5103895399305556,0.3725179036458333,24,389
<,0.927753210067749,0.5095757378472222,0.5145263671875,0.5103895399305556,0.5161539713541666,24,390
a,0.9275546073913574,0.4256184895833333,0.7322184244791666,0.4265679253472222,0.7342529296875,44,391
LOCATIONS,0.9271928668022156,0.0680881076388889,0.2337646484375,0.0851779513888889,0.238037109375,10,392
-,0.9263755083084106,0.4519314236111111,0.4909261067708333,0.4527452256944444,0.4921468098958333,24,393
-,0.925500214099884,0.8341471354166666,0.672607421875,0.8353678385416666,0.6746419270833334,47,394
TENDONS,0.9252217411994934,0.62744140625,0.3940836588541667,0.6435818142361112,0.3993733723958333,25,395
TENDONS,0.9248765110969543,0.108642578125,0.1751708984375,0.12342664930555555,0.17964680989583334,10,396
a,0.9246494174003601,0.2754720052083333,0.3476969401041667,0.2768283420138889,0.3499348958333333,22,397
.,0.924286425113678,0.8353678385416666,0.4836018880208333,0.8367241753472222,0.4854329427083333,38,398
1',0.923913836479187,0.3413899739583333,0.15380859375,0.3449164496527778,0.159912109375,2,399
-,0.9215691685676575,0.3441026475694444,0.15523274739583334,0.3455946180555556,0.15767415364583334,2,400
PLAN,0.9201153516769409,0.5764431423611112,0.931396484375,0.594482421875,0.9401448567708334,55,401
X,0.9192835688591003,0.5093044704861112,0.3631591796875,0.5106608072916666,0.3660074869791667,24,402
I,0.9186576008796692,0.9617784288194444,0.3147379557291667,0.9635416666666666,0.3177897135416667,28,403
C,0.9175829887390137,0.2761501736111111,0.2520751953125,0.2785915798611111,0.25634765625,12,404
SHALL,0.9162659645080566,0.16276041666666666,0.09033203125,0.17252604166666666,0.09501139322916667,1,405
"53'-6""",0.9106470346450806,0.6551106770833334,0.12613932291666666,0.6682671440972222,0.13448079427083334,6,406
-,0.9097870588302612,0.4523383246527778,0.4929606119791667,0.4536946614583333,0.494384765625,34,407
ENDS,0.9095680713653564,0.06795247395833333,0.1751708984375,0.07636176215277778,0.17985026041666666,10,408
-,0.9086272716522217,0.7443576388888888,0.6707763671875,0.7476128472222222,0.6760660807291666,36,409
X,0.9049907326698303,0.5095757378472222,0.4899088541666667,0.5103895399305556,0.4911295572916667,24,410
),0.8989681601524353,0.10430230034722222,0.17537434895833334,0.106201171875,0.17842610677083334,1,411
I,0.8989008069038391,0.4253472222222222,0.7358805338541666,0.4269748263888889,0.7472737630208334,43,412
UPPER,0.8986295461654663,0.440673828125,0.9318033854166666,0.4634602864583333,0.93994140625,54,413
TABLES.,0.8971010446548462,0.12437608506944445,0.0537109375,0.1369900173611111,0.058186848958333336,1,414
ESCRIPTION,0.8969600200653076,0.9379611545138888,0.6365966796875,0.9560004340277778,0.6410725911458334,39,415
INTO,0.8964822888374329,0.11338975694444445,0.1214599609375,0.1205783420138889,0.126953125,1,416
2,0.8963814377784729,0.2761501736111111,0.7222493489583334,0.2784559461805556,0.7265218098958334,42,417
"""",0.8950484395027161,0.3553602430555556,0.550537109375,0.3564453125,0.5521647135416666,33,418
REQUIREMENTS,0.8934923708438873,0.162353515625,0.1995849609375,0.1862250434027778,0.20406087239583334,11,419
"5'-0""OC",0.8892989158630371,0.3268771701388889,0.5550130208333334,0.3411187065972222,0.5611165364583334,32,420
+,0.888114869594574,0.6277126736111112,0.4888916015625,0.6287977430555556,0.4905192057291667,35,421
TENDONS,0.8863720893859863,0.325927734375,0.6917317708333334,0.3409830729166667,0.6968180338541666,42,422
JURISDICTIONAL,0.8824892342090607,0.9130859375,0.7232666015625,0.9375,0.7275390625,48,423
REMOVE,0.8817285895347595,0.09101019965277778,0.09765625,0.10362413194444445,0.10213216145833333,0,424
+,0.8809634447097778,0.6990559895833334,0.5657958984375,0.7004123263888888,0.5678304036458334,36,425
RESHORING.,0.8801766633987427,0.07798936631944445,0.08056640625,0.09697808159722222,0.08504231770833333,0,426
-,0.8791730999946594,0.3553602430555556,0.4172770182291667,0.3564453125,0.4197184244791667,23,427
a,0.8780781626701355,0.4256184895833333,0.7558186848958334,0.4264322916666667,0.7570393880208334,44,428
AND,0.8702570796012878,0.06876627604166667,0.08015950520833333,0.07568359375,0.08565266927083333,0,429
C,0.8701897263526917,0.8349609375,0.6752522786458334,0.8364529079861112,0.6770833333333334,47,430
POST-TENS,0.8696433305740356,0.11922200520833333,0.09012858072916667,0.1384819878472222,0.09521484375,0,431
POST,0.8651379942893982,0.12925889756944445,0.1043701171875,0.13875325520833334,0.10986328125,0,432
-,0.8631760478019714,0.4531521267361111,0.6486002604166666,0.4539659288194444,0.6498209635416666,34,433
POST-TENSIONED,0.8629114826520284,0.05276150173611111,0.12186686197916667,0.08097330729166667,0.1263427734375,0,434
@,0.8625126481056213,0.3225368923611111,0.5560302734375,0.3245713975694444,0.55908203125,33,435
Z,0.8612769842147827,0.95050048828125,0.939178466796875,0.9578857421875,0.951446533203125,69,436
(9),0.8594717979431152,0.5669487847222222,0.7843017578125,0.5723741319444444,0.7920328776041666,55,437
OVER-POURS,0.8594014644622803,0.08531358506944445,0.09012858072916667,0.107421875,0.09521484375,0,438
ENGY,0.8580769300460815,0.9505750868055556,0.3125,0.9610188802083334,0.3224690755208333,29,439
SLAB,0.8578221201896667,0.16221788194444445,0.12186686197916667,0.17008463541666666,0.12654622395833334,1,440
9,0.8562057018280029,0.5144585503472222,0.3804524739583333,0.5156792534722222,0.3824869791666667,24,441
ENDONS,0.8549386262893677,0.10416666666666667,0.18473307291666666,0.11705186631944445,0.19002278645833334,11,442
)),0.8537279367446899,0.625,0.7853190104166666,0.62744140625,0.7904052734375,56,443
O,0.8517330288887024,0.2762858072916667,0.4823811848958333,0.2787272135416667,0.4872639973958333,22,444
MINIMUM,0.8517098426818848,0.05262586805555555,0.16805013020833334,0.0661892361111111,0.17252604166666666,0,445
SLAB,0.8454497456550598,0.5562337239583334,0.931396484375,0.5738661024305556,0.9403483072916666,55,446
4,0.8449361324310303,0.45166015625,0.4923502604166667,0.4541015625,0.4947916666666667,24,447
FOR,0.844268262386322,0.0698513454861111,0.19938151041666666,0.07622612847222222,0.20426432291666666,10,448
"5'-0""OC",0.840400755405426,0.3270128038194444,0.3466796875,0.3411187065972222,0.3525797526041667,13,449
-,0.8386640548706055,0.5558268229166666,0.3175862630208333,0.5635579427083334,0.330810546875,15,450
-,0.8384270071983337,0.9431966145833334,0.3226725260416667,0.9524197048611112,0.3273518880208333,28,451
D.1,0.8341023921966553,0.836181640625,0.5478922526041666,0.8531358506944444,0.5594889322916666,37,452
BANDED,0.8328652381896973,0.1715766059027778,0.16805013020833334,0.18391927083333334,0.17252604166666666,1,453
-,0.8275534510612488,0.9391276041666666,0.27099609375,0.9400770399305556,0.2730305989583333,18,454
XXXX,0.827157735824585,0.509033203125,0.3794352213541667,0.5145941840277778,0.3824869791666667,24,455
-,0.8271251916885376,0.3553602430555556,0.6827799479166666,0.3564453125,0.6852213541666666,43,456
NSPECTION,0.8149996995925903,0.10362413194444445,0.0537109375,0.1220703125,0.058186848958333336,0,457
IBLE,0.8148078322410583,0.10416666666666667,0.07283528645833333,0.11176215277777778,0.07832845052083333,1,458
A,0.8120257258415222,0.3559027777777778,0.3623453776041667,0.3580729166666667,0.3641764322916667,13,459
5/S3.3.,0.8101754784584045,0.07378472222222222,0.21341959635416666,0.0863986545138889,0.21952311197916666,10,460
"PROTECTION,",0.8093376755714417,0.10416666666666667,0.13590494791666666,0.12383355034722222,0.14180501302083334,1,461
à,0.8074467778205872,0.4165310329861111,0.3460693359375,0.4176161024305556,0.3476969401041667,13,462
41,0.8052868843078613,0.579833984375,0.9547932942708334,0.582275390625,0.9586588541666666,55,463
I,0.8048958778381348,0.45654296875,0.7000732421875,0.4573567708333333,0.7017008463541666,44,464
(3),0.8036620020866394,0.5726453993055556,0.2933756510416667,0.5780707465277778,0.3009033203125,15,465
-,0.8031162023544312,0.7520887586805556,0.6813557942708334,0.7529025607638888,0.6829833984375,46,466
-,0.8008098602294922,0.9381781684027778,0.2650960286458333,0.9389919704861112,0.2663167317708333,18,467
TENDONS,0.7987809777259827,0.05262586805555555,0.19246419270833334,0.0674099392361111,0.19673665364583334,10,468
SIONAL,0.7986781001091003,0.9375,0.31494140625,0.9509819878472222,0.3243001302083333,19,469
POST-TENSIONED,0.7984066605567932,0.4923502604166667,0.9315999348958334,0.5540635850694444,0.9401448567708334,54,470
-,0.7979337573051453,0.7245551215277778,0.555419921875,0.7328287760416666,0.5680338541666666,36,471
SLAB.,0.7976400256156921,0.08368598090277778,0.12186686197916667,0.09236653645833333,0.12654622395833334,0,472
a,0.7974022626876831,0.2754720052083333,0.6136067708333334,0.2768283420138889,0.6156412760416666,32,473
REINFORCING,0.7968100905418396,0.06239149305555555,0.22379557291666666,0.08314344618055555,0.228271484375,10,474
26'-2/2,0.7964080572128296,0.6926812065972222,0.13773600260416666,0.7080078125,0.147705078125,6,475
:,0.7952369451522827,0.26611328125,0.4838053385416667,0.267333984375,0.48583984375,32,476
NEEP,0.79355388879776,0.10416666666666667,0.19185384114583334,0.11244032118055555,0.19734700520833334,11,477
(3),0.792089581489563,0.5646430121527778,0.2622477213541667,0.5692545572916666,0.2693684895833333,15,478
SHEFT,0.7916736006736755,0.9129503038194444,0.8298746744791666,0.9232584635416666,0.8333333333333334,48,479
"16'-0""",0.7879486083984375,0.6216091579861112,0.1409912109375,0.6336805555555556,0.1470947265625,5,480
-,0.7861648201942444,0.5300564236111112,0.3483072916666667,0.5308702256944444,0.3499348958333333,15,481
à,0.7855876684188843,0.4252115885416667,0.7631429036458334,0.4269748263888889,0.7666015625,44,482
O,0.7854959964752197,0.2762858072916667,0.7875569661458334,0.2783203125,0.7906087239583334,42,483
PERPENDICULAR,0.7841953635215759,0.1284450954861111,0.16805013020833334,0.1544867621527778,0.17252604166666666,1,484
A,0.7825761437416077,0.4256184895833333,0.7322184244791666,0.4264322916666667,0.7334391276041666,43,485
a,0.7802445292472839,0.3228081597222222,0.3483072916666667,0.3243001302083333,0.350341796875,12,486
L,0.7774742841720581,0.9201388888888888,0.14139811197916666,0.933837890625,0.17232259114583334,8,487
"5'-0""OC",0.7764528393745422,0.3270128038194444,0.477294921875,0.3411187065972222,0.4833984375,23,488
"5'-0""OC",0.7746696472167969,0.3270128038194444,0.6331380208333334,0.3409830729166667,0.6390380859375,32,489
,0.7698586583137512,0.5206976996527778,0.545654296875,0.5220540364583334,0.5470784505208334,34,490
-,0.7694039344787598,0.9444715711805556,0.3127034505208333,0.9475911458333334,0.3153483072916667,29,491
"NSION,",0.7671314477920532,0.10416666666666667,0.11393229166666667,0.11542426215277778,0.12064615885416667,1,492
A,0.7586169242858887,0.452880859375,0.7352701822916666,0.4550509982638889,0.7371012369791666,44,493
(3),0.7583444714546204,0.7685004340277778,0.5881754557291666,0.7740614149305556,0.5959065755208334,37,494
S,0.7574694752693176,0.5094401041666666,0.3470865885416667,0.5106608072916666,0.3493245442708333,24,495
POST-TENSIONING,0.7529654502868652,0.05276150173611111,0.24088541666666666,0.08219401041666667,0.245361328125,10,496
t,0.7526652216911316,0.4098849826388889,0.7777913411458334,0.4117838541666667,0.7806396484375,43,497
-,0.7519684433937073,0.3641764322916667,0.3489176432291667,0.3655327690972222,0.3507486979166667,23,498
(4),0.7464430928230286,0.3191460503472222,0.6911214192708334,0.3236219618055556,0.6978352864583334,43,499
TENDONS.,0.74631267786026,0.16031901041666666,0.10498046875,0.17618815104166666,0.10945638020833333,1,500
I,0.7457990050315857,0.4672580295138889,0.64453125,0.4680718315972222,0.6461588541666666,34,501
ARCHITECTURAL,0.744708240032196,0.142822265625,0.0634765625,0.16805013020833334,0.06795247395833333,1,502
-,0.7414829134941101,0.9600694444444444,0.31005859375,0.9608832465277778,0.311279296875,19,503
-,0.7372757792472839,0.4154459635416667,0.3481038411458333,0.4178873697916667,0.3521728515625,23,504
-,0.732134222984314,0.277099609375,0.2553304036458333,0.2779134114583333,0.2567545572916667,12,505
TITLE:,0.7315768599510193,0.9236653645833334,0.830078125,0.9327528211805556,0.8345540364583334,58,506
HORIZONTAL,0.7278221845626831,0.11786566840277778,0.20670572916666666,0.13753255208333334,0.211181640625,10,507
GREATER,0.7264710664749146,0.14662000868055555,0.18513997395833334,0.1605902777777778,0.18961588541666666,1,508
5',0.7251318097114563,0.550537109375,0.15279134114583334,0.555419921875,0.1580810546875,4,509
K,0.7248660326004028,0.40283203125,0.7236735026041666,0.4082573784722222,0.7261149088541666,43,510
Lr,0.7213428020477295,0.2761501736111111,0.3578694661458333,0.2780490451388889,0.3617350260416667,12,511
AND,0.7182033658027649,0.14417860243055555,0.07283528645833333,0.1510959201388889,0.07832845052083333,1,512
"1'-8""",0.716227114200592,0.7573784722222222,0.14058430989583334,0.7674153645833334,0.14750162760416666,7,513
,0.7157398462295532,0.8344184027777778,0.675048828125,0.8368598090277778,0.6768798828125,37,514
9,0.7126691341400146,0.6521267361111112,0.5423990885416666,0.6549750434027778,0.5462646484375,35,515
-,0.7104424834251404,0.7420518663194444,0.6268310546875,0.7439507378472222,0.6304931640625,36,516
POST-TENSIONED,0.708402951558431,0.12953016493055555,0.10498046875,0.15787760416666666,0.10945638020833333,1,517
1,0.7060152888298035,0.511474609375,0.4860432942708333,0.5128309461805556,0.4878743489583333,24,518
"5'-0""OC",0.7033795118331909,0.3270128038194444,0.4246012369791667,0.3411187065972222,0.4307047526041667,22,519
TENDONS,0.7002323269844055,0.08232964409722222,0.16805013020833334,0.09697808159722222,0.17252604166666666,10,520
U,0.6976402401924133,0.5122884114583334,0.7637532552083334,0.5137803819444444,0.7657877604166666,44,521
X,0.6922215223312378,0.2669270833333333,0.4866536458333333,0.2684190538194444,0.4886881510416667,32,522
-,0.6899919509887695,0.6514485677083334,0.6190999348958334,0.6528049045138888,0.6205240885416666,36,523
POST-IENENSIONED,0.6886929869651794,0.06130642361111111,0.15096028645833334,0.08965386284722222,0.15543619791666666,0,524
-,0.6882969737052917,0.9436577690972222,0.3131103515625,0.9450141059027778,0.3145345052083333,29,525
-,0.6838923692703247,0.8341471354166666,0.6034342447916666,0.8355034722222222,0.6058756510416666,37,526
PERMANENILY,0.6775475740432739,0.10633680555555555,0.2337646484375,0.1291232638888889,0.238037109375,10,527
TENDONS,0.6755787134170532,0.4888237847222222,0.3035481770833333,0.5040147569444444,0.3086344401041667,14,528
1'-,0.6721412539482117,0.7579210069444444,0.14139811197916666,0.7634819878472222,0.146484375,6,529
